ph,N,P,K,temperature,rainfall,humidity,planting_day,yield
6.996714153011233,142.82451988878125,67.28720953931891,236.28468964073852,21.60752634756389,362.51936644298274,90.0,224,5774.542747049339
6.361735698828816,158.72738642131443,66.39757674848438,156.0922232066227,23.472502684731737,200.0,57.08342186081861,59,4750.125377354941
7.1476885381006925,106.74766467266709,26.13070482109955,187.67087367105464,22.013094694774285,200.0,74.35125737901737,51,4411.254461237676
8.023029856408025,95.51053061968999,70.09729424895689,154.9913157549884,25.5520902347306,200.0,90.0,271,4488.045499893238
6.265846625276664,76.59397893768808,101.98487245465235,116.63333093917598,30.985892657309563,249.02510964611125,76.8486162028084,43,4013.164058708743
6.265863043050819,86.9835788008418,41.77303642769615,37.90420327455435,21.144789214293976,200.0,60.493357867586724,27,3831.83072765275
8.079212815507391,237.963777012349,111.45447953151778,160.27278435181515,30.004102488842072,200.0,63.99325418697333,56,4053.191239691581
7.2674347291529084,169.78718322947145,94.63324463253015,111.21966976988044,21.091639638265562,372.884837086118,52.510891703917274,121,4647.51100756847
6.030525614065048,65.95702535167915,57.973000340868865,109.9832296917348,20.761863937515578,200.0,78.22544640436614,113,4712.966042602887
7.042560043585965,67.1016817302572,75.75411087986458,125.05063720104441,29.09297309171607,449.9733969489995,73.49406062088032,316,4438.58777386774
6.036582307187538,139.27464246873967,127.94965422923099,237.2430703311747,29.609681890038082,356.3552574889502,57.283612726073855,115,4698.437981221317
6.0342702464297435,141.8905918951187,102.00643440517598,270.24187711269866,29.25704968381327,920.21648873889,49.36737789352333,109,5128.212205877965
6.741962271566035,141.9553534126946,80.26350964694443,160.86039687642005,18.421012958909294,250.61979971766135,45.18149393504463,175,4872.490810341007
4.586719755342202,109.80176825785209,72.86950049117047,126.76163880441362,22.670245109639747,200.0,79.79771005706301,112,4740.127155164186
4.775082167486968,114.981829599884,82.29827211354979,91.13867912743947,29.114942960016606,200.0,66.80559693433341,100,4405.449081882682
5.937712470759028,133.11518096637428,64.6470932617309,173.42700807730347,25.207709202819473,399.0690216114394,68.22476804499128,8,4657.600874953236
5.487168879665576,123.43572025173322,16.857514828429558,239.1452800032572,19.63153576901268,425.74220616791894,52.65577061206464,135,4271.100799839302
6.814247332595274,31.2279850900986,141.26533731604192,137.63298064874215,27.29158969562721,253.9911959488034,43.047453450433906,251,5101.047949988621
5.591975924478789,110.80801477699225,84.65974997598204,31.050197962338785,21.425963705042648,306.03368243675,79.43920362067449,337,4546.549641104553
5.087696298664708,85.94374262958746,91.94441795367611,183.5024835907762,33.97262424196106,525.4491701735335,65.63058555495846,240,4709.212899871051
7.965648768921554,127.00845675634048,78.26276750369274,199.26998557250246,32.724207312091295,412.3999141866241,78.60851990086431,222,4896.206527930984
6.274223699513464,239.4103601041364,57.94649597826236,70.70771798070763,28.020487131777838,318.22072692770234,59.21100310226654,145,5762.094927886234
6.567528204687924,134.69926661897216,74.42226557153688,158.82420918314764,31.80503352384887,200.0,61.447732354447126,4,3960.384594513894
5.075251813786544,107.45881255310408,32.018157134170664,172.56130080680495,25.323956750616905,200.0,75.69947264930948,282,4613.210071624947
5.955617275474817,156.8720600790901,148.31259494159912,146.34463489955309,28.827187471875078,200.0,75.98522119475787,334,4921.08147605923
6.610922589709866,139.3075154883685,42.96464004732812,110.46145404573232,32.388601476510374,201.854215678916,76.96348434028931,328,4099.157361510647
5.349006422577697,136.80377961807366,49.041011484584615,200.7968611781778,26.227493408971565,200.0,60.57198120345956,197,5005.573172533514
6.8756980183456715,144.27402372862684,66.79222386840799,129.83101270156587,23.72406414242858,200.0,74.21820856476302,128,5570.886794258963
5.899361310081195,202.26174259318165,118.64227174557132,75.7406918650034,16.476890209114423,208.2616835110054,81.63649198215079,261,4919.657102972338
6.208306250206723,74.76446258696338,80.43526997787963,47.526275716515954,24.58433237139253,283.8996411797455,63.42841982477699,91,4700.228412854773
5.898293387770603,138.94528307245818,42.91592611908613,213.0424759999655,29.117115922811557,361.86286093873315,57.29767454338919,325,4225.419394360424
8.352278184508938,82.94475480073847,117.63015082272018,180.8331988235559,29.72816713783815,200.0,85.14121404975148,259,4241.459995951369
6.486502775262066,142.22050585368993,101.93001880356444,154.39867735645845,27.521825328592048,200.0,55.18331399673039,94,4814.245568497936
5.442289071044099,83.25253954055623,96.15304871649357,127.98626815745982,22.2935045251888,200.0,74.44214745671715,257,4588.741554868563
7.322544912103189,103.30532745579663,101.47202723512521,123.55007928984365,15.115892155262047,251.5653771321473,64.12366534220207,136,4315.9040065120025
5.279156350028978,108.19640343048374,151.83085701747353,96.21316757791944,22.523924509976325,248.51019525352655,40.0,13,4252.21272776219
6.708863595004756,159.03266877378837,145.55284685108336,128.42721777200575,23.478275644730243,233.4257216284459,81.9289110121787,198,6072.112335960792
4.540329876120224,156.73817775769655,59.398539709901144,43.99563924399128,23.43535516404993,207.52655651418104,40.0,178,4732.855290626768
5.171813951101569,70.17130494214462,128.71654978433457,113.19681732657429,28.092781784889624,200.0,40.0,112,4214.244567628252
6.6968612358691235,122.19736443999395,91.49504569276701,134.45312418244532,34.928382055074195,234.19295091523128,72.90995119221007,264,4645.656145290264
7.238466579995411,91.6168058100331,94.97287448413249,180.49400235952095,25.617646009205465,368.1525258075623,72.90606798017173,79,4779.3802184423585
6.67136828118997,69.65980357298662,29.23187505070014,148.0036768313318,23.916341054217693,200.0,55.43630213183697,256,5087.830413904785
6.38435171761176,111.31931798302519,74.88842703835412,189.74615569377795,23.703890934979537,200.0,67.21733135454868,74,5073.897300590533
6.198896304410711,107.66068846176721,55.61529228990305,217.45675525567148,25.62192383453857,305.38084691117797,40.0,161,5405.763379760106
5.021478009632572,217.06865945382089,104.84176444679927,202.90850469120508,20.858531198258007,427.6689656264794,75.60463196705899,201,5006.207849528585
5.780155791605291,137.31839301442784,112.13241501208415,173.52549236892784,25.600992793730274,200.0,68.74588230580396,308,5058.949782690107
6.039361229040212,64.89529996983052,17.765409469510658,150.59313395903922,27.254061681659,200.0,64.31535719999307,33,4318.717275449659
7.557122226218915,97.40903983316231,79.33895407987188,100.96059957932204,26.04843031787244,200.0,65.31262223206657,73,4435.220446667647
6.843618289568461,160.85533181717594,113.65584514382756,186.9972025689658,27.287709670023908,231.74626416779134,72.39881264289548,352,4480.071370307343
4.736959844637266,203.537710914797,74.39963113059665,233.98736911107648,27.168738046742675,710.4186931704506,64.56647714753208,293,4781.943929232803
6.8240839693947954,56.560667510481665,101.87190935007094,167.1053019825209,16.14051658876778,638.0672030155893,40.0,198,5033.844028729682
6.1149177195836835,44.8030245944382,90.53496402881252,245.86295742130613,28.184350791977018,306.12877260584696,90.0,325,4167.364925222822
5.823077999694041,194.8386070148713,90.24980695857879,73.7214145969458,21.64492577168773,200.0,83.01201229142677,316,4439.402250860621
7.111676288840868,135.58456709483616,71.86055065795108,92.29183076102294,19.52080418498021,633.3638667319391,45.725830070677574,240,5206.736184145643
7.530999522495951,85.26829072494535,43.50257587592871,192.7600753874131,19.47774086072502,655.4122596357962,59.82294154285114,74,4249.686899854158
7.431280119116199,141.38516344489742,46.354095577249176,163.21451050766257,27.167708052362645,200.0,61.45948714765939,31,4268.463361560754
5.660782476777362,14.570090439324886,101.28057543365952,215.68910882859038,23.887125363875736,253.8957187906627,81.18274349763445,14,4133.737044104087
6.190787624148785,120.13502026388645,80.58374766556649,149.226417963663,16.590156080072944,426.18362669486856,40.0,205,4898.294570972448
6.831263431403564,133.11284691372342,75.84463266178325,106.60122887358341,27.390189075961416,579.3232062205748,57.514876033553165,316,5116.4228380564255
7.475545127122359,156.9708055815132,67.28329873032942,139.32033788974786,17.801959346005862,226.93523213812614,40.0,68,4083.3340837743467
6.02082576215471,79.4441619082985,70.84433463557744,73.36580145381329,25.699106792591053,455.78513776290356,60.723567262574925,128,5283.372970961875
6.3143410233361825,123.42748645613436,111.40735383464418,93.57046634514828,26.19249462836527,327.5944333407156,57.912486603726435,26,4759.853021057119
5.393665025993972,82.9830149576165,69.94267754395919,198.6221998959005,29.427885408475223,314.97998878636963,66.19541101074068,184,4972.30104846412
5.303793375919329,130.21535022697267,39.76805860095294,193.6393707234805,33.90842393233426,294.75923457278344,55.92688401486225,137,4601.166899369878
7.312525822394198,84.18614710547904,102.3095532662052,168.15021424030385,18.17661837049729,732.4089616817367,53.734649129142134,291,4555.294671686366
7.856240028570823,103.67596643359117,73.85370008405849,63.94612395197653,24.737630719684752,264.8890871937335,74.29485037644722,106,4590.31979151198
6.427989878419666,80.16738420839084,80.9418759659833,132.07982122435558,23.618323524778912,357.15110850222527,71.8200911141387,24,4870.174145447901
7.503532897892024,146.0454496729463,128.2273491919853,88.75000556699747,27.16874842980481,735.231855846871,73.27097514167363,339,4682.364585979988
6.861636025047634,154.33804466626663,79.38318327948478,208.82666268938826,26.07834385466809,375.0724297607457,62.34649864263736,194,5770.048630937726
5.854880245394876,110.61517720170345,88.67551019356176,120.81389332186994,23.2372687863169,200.0,56.42392126662216,169,4996.7448225837525
6.861395605508414,121.52951979840114,44.63229526105024,95.71261446092254,22.795489056945723,244.52358676795453,63.21721276968844,36,4454.04553501475
8.03803656646597,62.05634341465824,73.4099164294712,151.48980825607123,19.41774572407976,200.0,72.51743105102678,101,4084.457744275953
6.464173960890048,108.01293407972852,98.28578135625804,117.99227715826942,29.939307912032547,241.4685865370757,40.0,34,4453.564496972872
8.064643655814006,117.99181531833021,33.33878798476273,224.18719551018535,27.296020907997647,227.15891633491833,70.91167895556288,39,3776.3085437159525
4.5,224.831723641199,86.02535279347128,113.25945512329045,29.588840988975686,200.0,69.63707281002196,211,4498.598023194271
7.321902504375224,75.52131896903346,83.0237321793442,80.03858703876844,23.448019317622432,295.01632144089194,65.9322635912859,230,5322.016740489264
6.587047068238172,178.5670895500975,81.23862366762319,42.35432421212421,21.71582265652785,200.0,62.76029867192487,279,4661.841491610332
6.2009926495341325,159.87435093863232,111.1147669597473,148.46067487932925,19.60842466685386,840.6073486409218,40.0,80,4609.508492095148
6.591760776535502,131.22545617960546,90.03315544545565,121.90349430710368,26.794587918703296,230.62255364205006,58.40220105349391,238,5524.985183812295
4.512431085399108,190.34481936780534,124.34215695069332,78.55476967441366,19.801033877358826,254.66592757422285,90.0,172,4801.512934651929
6.280328112162488,134.88421890427452,50.19231453217891,209.46132306278926,34.24331534483275,626.2479141233177,65.19351943352459,326,4792.36564091784
6.857112571511746,135.56636782671714,84.07773701655044,183.36225737146208,18.4617870945328,371.4392855846549,60.39065241987923,59,4664.844663598615
7.977894044741516,117.87517387929819,82.53400359169842,148.58910605313852,26.36830059606251,200.0,65.25359293385169,22,3845.9582728377827
5.981729781726353,168.9427552967451,47.922365187347594,218.21631220854334,32.834273536068935,207.04898318889687,70.32159302942013,344,3658.696752643123
5.691506397106813,163.85876935243533,108.68885006274039,183.12680166993064,27.995448796319046,513.0611442811125,74.88230367034197,238,5869.581566528839
5.998242956415464,94.9729085001515,149.74019917558454,108.85720492407839,25.878368562458895,560.9811356445825,61.566797552630874,296,5003.132810892983
